MODEL,DATA_TYPE,NOTES,NGRAMLENGTHVAL,ACTIVATION/KERNEL,CHORDS_IN_NRGAM,SOFTMAX,SCORES,AVG. SCORE
MLP,current_bar,5,1,tanh,False,False,"[('0.360', '0.371'), ('0.396', '0.237'), ('0.387', '0.269'), ('0.367', '0.250'), ('0.368', '0.342'), ('0.390', '0.272'), ('0.377', '0.185'), ('0.351', '0.454'), ('0.370', '0.395'), ('0.351', '0.396')]","('0.3717', '0.3171')"
MLP,current_bar,5,1,tanh,False,True,"[('0.344', '0.318'), ('0.352', '0.252'), ('0.346', '0.287'), ('0.352', '0.250'), ('0.345', '0.308'), ('0.326', '0.463'), ('0.358', '0.185'), ('0.327', '0.462'), ('0.332', '0.430'), ('0.338', '0.378')]","('0.3420', '0.3333')"
