Tempo,70
41,33,1888
77,36,1889
48,33,2273
41,0,2275
48,0,2503
53,35,2506
53,0,2678
55,38,2714
55,0,2862
77,0,3098
48,36,3142
48,0,3510
57,36,3566
77,46,3570
57,0,3704
77,0,3946
48,33,3998
48,0,4376
77,57,4426
53,38,4433
53,0,4521
77,0,4765
48,41,4825
48,0,4919
76,46,5047
76,0,5123
48,23,5276
76,56,5292
48,0,5709
55,29,5744
55,0,5924
60,26,5954
60,0,6098
77,48,6154
62,36,6159
76,0,6168
62,0,6268
55,33,6567
55,0,6980
64,35,6986
64,0,7153
77,0,7368
55,28,7439
55,0,7805
77,57,7850
60,39,7871
60,0,7953
55,35,8267
77,0,8269
55,0,8313
76,47,8436
76,0,8518
46,39,8683
76,66,8685
46,0,9080
53,31,9123
58,36,9331
53,0,9332
58,0,9485
60,42,9537
77,53,9548
76,0,9563
60,0,9688
53,32,9960
53,0,10309
62,32,10376
62,0,10513
77,0,10775
53,32,10807
53,0,11162
79,56,11261
58,33,11265
58,0,11362
53,38,11672
53,0,11738
79,0,12042
48,46,12114
81,57,12116
48,0,12503
55,30,12550
60,44,12741
55,0,12771
60,0,12905
64,46,12968
64,0,13100
55,36,13396
81,0,13545
55,0,13661
60,29,13837
79,48,13838
64,30,13844
60,0,13915
64,0,13924
55,32,14251
55,0,14634
60,46,14659
60,0,14790
79,0,14906
55,42,15096
55,0,15153
50,56,15513
77,61,15521
74,62,15522
50,0,15910
57,32,15960
62,37,16161
57,0,16162
62,0,16292
74,0,16338
64,46,16384
64,0,16491
57,35,16808
57,0,17114
65,45,17229
65,0,17351
77,0,17491
57,41,17665
77,51,17858
77,0,17932
57,0,18021
77,65,18098
62,44,18105
62,0,18213
57,33,18517
57,0,18586
77,0,18649
76,50,18719
76,0,18798
76,68,18953
48,40,18958
55,35,19189
48,0,19239
55,0,19404
60,33,19407
60,0,19549
62,46,19611
62,0,19696
76,0,19804
77,52,19811
55,31,20223
55,0,20554
60,31,20652
64,36,20655
60,0,20735
64,0,20742
77,0,20955
55,36,21058
55,0,21435
77,62,21511
60,40,21528
60,0,21606
77,0,21901
55,30,21949
55,0,21992
72,43,22135
72,0,22202
72,68,22344
46,43,22356
46,0,22723
53,36,22762
53,0,22958
58,32,22981
58,0,23110
60,46,23180
60,0,23324
53,33,23623
53,0,23923
62,36,24056
58,33,24065
58,0,24151
62,0,24163
53,32,24516
53,0,24658
65,33,25016
58,35,25020
65,0,25142
58,0,25166
53,31,25433
53,0,25770
46,37,25844
53,35,26069
46,0,26133
53,0,26261
58,30,26310
58,0,26470
60,51,26506
60,0,26601
62,51,26730
62,0,26916
53,31,27125
53,0,27375
65,37,27561
58,41,27569
65,0,27631
58,0,27654
72,0,27802
53,35,27983
53,0,28251
74,73,28426
62,38,28436
58,40,28437
58,0,28512
62,0,28518
53,43,28842
76,67,28844
74,0,28875
53,0,28896
50,50,29262
77,82,29272
76,0,29319
57,36,29492
50,0,29567
62,41,29719
57,0,29736
62,0,29894
64,56,29931
64,0,30201
57,49,30377
62,35,30588
65,57,30824
62,0,30842
65,0,30899
65,76,31013
65,0,31284
57,0,31413
62,35,31425
77,0,31485
62,0,31611
65,44,31619
77,82,31861
65,0,31931
62,41,32244
62,0,32296
79,61,32449
77,0,32481
79,0,32547
79,75,32663
48,49,32668
55,41,33109
48,0,33137
60,42,33304
55,0,33359
60,0,33503
64,46,33510
64,0,33744
55,38,33940
79,0,34072
72,51,34118
72,0,34225
55,0,34295
60,41,34357
72,71,34359
60,0,34453
55,39,34794
55,0,35119
84,76,35238
64,51,35241
64,0,35339
84,0,35528
55,35,35663
55,0,35731
84,67,35861
72,0,35912
84,0,35955
84,69,36062
46,46,36084
46,0,36497
53,36,36544
58,39,36746
53,0,36776
58,0,36920
60,52,36980
60,0,37083
84,0,37311
82,58,37365
53,44,37372
82,0,37435
53,0,37697
62,48,37814
82,52,37825
62,0,37915
53,35,38263
82,0,38680
53,0,38683
81,56,38718
58,47,38723
58,0,38834
53,37,39124
53,0,39199
81,0,39501
48,41,39531
79,56,39540
55,33,39997
48,0,40014
60,47,40166
55,0,40215
60,0,40386
62,43,40403
62,0,40534
55,36,40805
79,0,40820
55,0,41139
81,59,41265
64,41,41267
64,0,41365
55,33,41718
55,0,42070
81,0,42136
60,39,42143
82,51,42145
60,0,42278
55,35,42524
55,0,42574
82,0,42704
81,43,42774
81,0,42872
82,41,42884
50,35,42962
82,0,42965
81,46,42969
50,0,43414
57,30,43444
62,42,43629
57,0,43655
62,0,43792
64,49,43853
64,0,43958
57,31,44269
79,52,44424
81,0,44437
57,0,44447
79,0,44492
79,41,44689
65,31,44707
65,0,44797
79,0,44993
57,33,45103
57,0,45487
77,41,45544
62,49,45552
62,0,45656
77,0,46045
76,49,46196
76,0,46276
48,37,46421
76,59,46423
48,0,46861
55,31,46873
55,0,47085
60,24,47088
60,0,47247
62,41,47281
77,54,47288
76,0,47314
62,0,47391
55,35,47683
55,0,48010
64,43,48131
64,0,48222
77,0,48420
55,36,48553
55,0,48943
60,37,49001
76,63,49201
60,0,49275
76,0,49374
55,38,49400
55,0,49485
76,63,49600
76,0,49698
76,68,49832
46,41,49834
46,0,50240
53,31,50280
58,38,50483
53,0,50511
58,0,50675
60,46,50721
77,57,50727
76,0,50730
60,0,50841
53,36,51121
53,0,51430
62,44,51553
62,0,51670
77,0,51908
53,37,51989
53,0,52385
79,58,52412
58,33,52451
58,0,52615
53,30,52846
53,0,52927
48,36,53258
79,0,53273
81,49,53275
48,0,53736
55,28,53741
55,0,54095
60,29,54176
60,0,54277
55,31,54570
55,0,54907
79,36,55017
64,32,55034
81,0,55061
64,0,55133
55,29,55485
79,0,55495
55,0,55876
77,42,55905
60,36,55913
60,0,56026
55,38,56296
79,49,56301
77,0,56323
55,0,56361
79,0,56386
50,37,56710
79,51,56714
81,43,57112
50,0,57114
57,28,57122
79,0,57124
81,0,57214
57,0,57469
62,35,57572
81,43,57577
62,0,57746
64,36,58006
64,0,58297
81,0,58352
65,31,58467
82,54,59301
65,0,59346
81,52,59505
82,0,59524
79,51,59715
81,0,59729
77,51,59912
79,0,59935
48,32,60114
79,61,60116
77,0,60125
48,0,60572
55,29,60594
60,44,60791
55,0,60850
60,0,60965
84,41,61012
79,0,61026
64,29,61030
64,0,61142
55,32,61424
67,35,61858
84,0,62148
67,0,62216
55,0,62573
60,37,62706
81,42,62716
60,0,62800
81,0,63124
84,41,63143
84,0,63547
86,33,63591
46,29,63596
82,38,63599
53,29,64016
46,0,64024
86,0,64129
82,0,64206
53,0,64365
58,30,64427
58,0,64532
84,41,64803
53,33,64812
84,0,64909
53,0,65009
84,43,65265
60,30,65270
58,29,65286
58,0,65346
60,0,65349
84,0,65623
53,32,65681
53,0,66018
60,41,66137
81,59,66146
58,31,66177
58,0,66239
60,0,66239
53,41,66544
53,0,66606
81,0,66971
48,40,66988
79,57,66989
55,35,67419
48,0,67427
55,0,67634
60,32,67637
60,0,67794
62,36,67830
62,0,67959
55,29,68247
55,0,68626
64,37,68667
64,0,68748
79,0,69087
55,32,69114
55,0,69501
60,36,69536
77,50,69737
60,0,69791
55,40,69925
55,0,69997
79,51,70128
77,0,70170
79,0,70233
50,36,70358
79,59,70360
57,30,70786
81,44,70790
50,0,70802
79,0,70820
81,0,70908
57,0,71205
62,33,71226
81,51,71228
62,0,71391
64,31,71701
64,0,71805
65,27,72152
81,0,72268
65,0,72668
82,39,73022
82,0,73219
81,39,73229
79,36,73437
81,0,73446
79,0,73618
77,46,73620
48,33,73826
79,43,73837
77,0,73853
55,31,74067
48,0,74129
60,50,74251
55,0,74280
60,0,74471
62,43,74489
62,0,74601
64,46,75128
79,0,75132
84,52,75139
64,0,75216
55,43,75514
60,35,75952
84,0,76046
60,0,76339
62,32,76392
81,51,76397
55,0,76429
62,0,76549
60,35,76812
84,43,76840
81,0,76844
60,0,76893
86,48,77285
46,35,77294
84,0,77310
53,32,77712
46,0,77713
53,0,78115
86,0,78116
58,24,78156
58,0,78250
53,36,78535
84,46,78546
84,0,78609
53,0,78886
60,39,78998
84,42,79003
60,0,79119
84,0,79343
53,33,79432
53,0,79840
58,36,79895
81,51,79897
58,0,80029
53,36,80292
53,0,80345
81,0,80675
48,33,80712
79,41,80727
48,0,81167
55,32,81170
55,0,81497
60,30,81584
60,0,81721
55,29,82022
64,36,82468
64,0,82792
79,0,83043
55,0,83244
60,31,83314
60,0,83396
41,32,84235
77,38,84251
48,31,84645
41,0,84645
48,0,84994
53,32,85084
53,0,85167
77,0,85387
48,33,85442
77,44,85649
48,0,85710
77,0,85717
77,50,85864
57,35,85866
57,0,85996
77,0,86258
48,35,86269
48,0,86663
77,52,86690
53,32,86707
53,0,86817
48,39,87098
48,0,87175
77,0,87232
76,41,87280
76,0,87373
48,39,87506
76,53,87514
48,0,87924
55,31,87950
55,0,88287
77,41,88376
60,28,88387
76,0,88388
60,0,88712
55,28,88812
55,0,89198
64,36,89235
64,0,89403
77,0,89705
55,30,89715
60,36,90124
55,0,90125
77,63,90333
60,0,90387
55,36,90537
55,0,90599
77,0,90717
76,58,90724
76,0,90814
76,65,90950
46,40,90965
46,0,91365
53,31,91388
53,0,91734
77,47,91806
58,28,91821
76,0,91821
58,0,91903
53,27,92231
53,0,92530
60,38,92669
60,0,92798
77,0,92958
53,31,93110
53,0,93405
79,63,93547
62,38,93554
62,0,93658
53,33,93971
53,0,94024
79,0,94374
48,47,94389
81,56,94394
48,0,94710
55,45,94824
60,50,95032
55,0,95033
60,0,95172
62,50,95252
62,0,95620
64,53,95662
81,0,95953
64,0,96044
79,58,96091
64,36,96524
64,0,96917
60,32,96931
60,0,97262
64,41,97385
64,0,97433
79,0,97763
50,48,97816
77,59,97824
50,0,98245
57,36,98252
62,44,98444
57,0,98469
62,0,98627
64,46,98678
64,0,98817
77,0,99020
57,32,99100
77,41,99289
77,0,99354
57,0,99423
77,49,99526
65,36,99535
65,0,99658
77,0,99914
57,35,99944
57,0,100353
