Tempo,102
76,50,1565,346
74,51,1885,276
72,43,2157,80
36,37,2468,233
72,62,2469,1146
43,36,2736,259
48,43,3052,74
43,39,3315,52
43,36,3608,279
74,49,3613,688
50,24,3970,119
55,37,4217,42
76,36,4511,772
45,39,4786,278
52,36,5068,1286
57,33,5354,229
60,40,5645,360
77,59,5939,284
76,49,6257,258
57,42,6549,60
74,48,6561,267
52,44,6825,48
72,54,6835,283
77,57,7135,1050
53,44,7139,244
41,48,7140,226
48,36,7433,210
53,49,7739,60
48,46,7997,41
36,47,8313,228
76,56,8314,805
48,41,8320,211
43,36,8582,239
48,48,8894,48
43,38,9190,529
74,55,9197,1130
55,40,9200,289
50,33,9776,240
55,39,10047,66
50,35,10359,1031
59,41,10628,535
76,40,10636,242
72,46,10891,62
72,56,11040,273
69,49,11340,361
55,41,11499,52
67,44,11672,168
72,50,11849,349
36,47,11855,248
48,36,11872,232
43,32,12135,230
72,37,12418,605
48,40,12420,55
43,41,12681,60
74,48,13001,691
55,36,13016,222
43,36,13026,204
50,27,13316,155
55,44,13592,47
76,50,13874,599
45,38,13892,642
57,36,13909,370
74,51,14490,170
72,56,14750,876
52,35,14753,950
57,36,15026,277
60,44,15342,310
76,51,15630,271
57,40,15927,44
74,49,15928,249
72,46,16210,90
41,38,16497,237
53,40,16500,248
72,70,16504,1206
48,33,16803,228
53,35,17135,37
48,44,17406,49
43,45,17714,224
74,56,17717,744
55,41,17721,211
50,36,17994,160
55,50,18298,56
72,36,18555,1715
36,32,18622,475
43,41,19136,280
48,41,19466,64
43,37,19759,866
52,42,20111,473
72,50,20367,331
48,36,20656,48
76,56,20667,273
79,43,20959,313
41,46,21256,286
81,57,21261,753
48,39,21556,284
53,40,21851,99
55,44,22119,86
88,38,22422,107
84,35,22770,189
81,33,23039,114
76,49,23369,526
41,38,23639,171
50,40,23890,340
74,44,23897,779
55,41,24168,159
59,51,24470,306
72,40,25070,293
55,38,25314,55
76,47,25338,284
79,41,25616,192
41,39,25874,255
81,50,25879,1085
48,33,26195,296
53,30,26508,113
55,37,26783,77
84,59,27077,454
76,50,27654,89
76,57,27933,666
43,36,28220,338
50,44,28553,1282
74,53,28565,820
55,33,28846,278
59,45,29159,565
72,47,29798,296
55,41,30041,56
76,46,30058,299
79,48,30336,90
41,38,30618,384
79,33,30663,114
81,39,30687,1038
48,35,31012,255
53,37,31246,193
55,39,31526,91
57,43,31809,128
84,51,31821,356
53,36,32366,34
76,37,32394,121
76,66,32668,622
43,44,32929,292
50,37,33252,1282
74,47,33255,696
55,38,33520,278
59,46,33831,663
55,51,34733,46
72,42,34992,267
50,42,35284,811
38,43,35286,1297
69,49,35293,283
72,40,35556,72
72,56,35703,430
74,36,36118,102
74,50,36443,800
38,46,37080,56
72,46,37377,73
43,41,37656,939
55,40,37666,358
72,60,37668,143
72,44,37970,190
74,36,38267,312
67,33,38271,127
76,41,38559,113
76,44,38882,90
76,61,39177,267
74,53,39474,307
55,38,39483,81
72,52,39748,116
72,76,40062,1191
36,44,40065,238
43,39,40372,260
48,49,40685,64
43,38,40958,58
43,38,41261,219
74,49,41270,871
55,37,41283,233
50,35,41566,215
55,43,41865,46
45,45,42148,524
76,45,42152,1251
52,36,42726,257
57,43,43006,63
52,40,43296,676
77,52,43582,299
60,44,43595,267
76,51,43891,304
57,41,44078,69
74,48,44205,241
72,51,44426,372
41,44,44757,304
77,50,44771,1039
48,35,45052,243
53,51,45354,67
48,50,45619,32
36,52,45935,236
76,58,45936,830
48,41,45944,236
43,36,46219,205
48,45,46517,41
43,46,46800,447
55,43,46813,345
74,59,46815,1245
50,38,47394,184
55,46,47684,51
50,31,47987,1011
76,37,48267,222
59,40,48274,674
72,48,48531,53
72,50,48681,285
69,47,48976,424
55,46,49122,50
67,50,49337,140
36,47,49473,268
72,48,49476,338
43,36,49768,224
72,47,50058,616
48,41,50062,56
43,45,50308,65
43,37,50648,232
74,49,50650,692
55,35,50658,232
50,33,50942,150
55,48,51217,46
76,57,51512,519
45,40,51518,694
57,41,51523,313
74,39,52120,153
57,37,52376,93
72,50,52387,955
45,43,52683,647
76,42,53330,313
57,31,53600,45
74,47,53609,268
72,46,53883,80
72,67,54192,1111
53,43,54195,240
41,38,54198,235
48,35,54471,247
53,49,54790,57
48,43,55036,55
74,56,55347,683
43,49,55354,213
55,49,55369,199
50,46,55919,45
36,37,56203,451
48,37,56204,432
72,45,56206,1760
43,38,56798,246
48,43,57100,65
43,38,57379,255
52,44,57690,102
43,38,57953,215
76,51,57965,352
48,46,58263,53
74,57,58270,328
43,45,58538,68
72,52,58565,97
41,47,58889,491
53,43,58892,247
72,68,58899,1106
53,41,59490,66
41,49,59722,56
74,48,60055,599
43,46,60057,349
55,41,60061,191
71,48,60065,93
72,39,60626,92
55,44,60628,47
72,63,60893,1881
36,38,61214,305
43,36,61522,290
48,46,61832,69
52,50,62145,568
