Tempo,73
72,52,604,673
36,40,612,253
43,35,838,744
48,32,1054,219
74,43,1246,434
76,35,1666,688
52,37,1910,59
45,38,2362,290
72,50,2369,685
52,31,2618,968
57,36,2807,392
74,42,3028,468
76,39,3477,682
57,40,3720,50
72,51,4144,667
41,39,4146,261
48,36,4360,909
53,32,4570,202
74,53,4793,451
55,32,4796,416
76,40,5226,647
53,40,5466,56
43,39,5847,301
77,52,5870,640
50,33,6074,969
55,37,6283,262
76,50,6493,670
55,35,6928,202
74,49,7161,422
36,38,7562,245
72,57,7574,661
43,37,7764,811
48,30,7973,215
52,39,8184,329
74,47,8196,647
48,31,8574,233
43,41,8795,62
76,51,8816,448
45,41,9218,299
72,46,9233,652
52,35,9453,928
57,35,9651,452
74,44,9851,437
76,48,10261,606
57,41,10481,58
41,44,10875,255
72,57,10878,643
48,33,11072,852
53,33,11281,196
55,36,11491,366
74,56,11502,652
76,49,12129,450
77,52,12550,859
43,42,12557,302
50,36,12748,2282
55,36,12959,225
59,35,13194,160
76,49,13371,833
55,31,13812,1145
74,55,14182,1118
59,32,14202,745
72,49,15734,712
36,36,15745,277
43,32,16126,276
79,50,16530,288
48,35,16547,69
52,35,16555,47
43,33,16914,66
79,47,17112,72
79,56,17303,304
43,36,17311,658
77,38,17535,197
76,40,17707,89
76,60,17910,300
43,45,18132,229
76,48,18531,79
43,33,18904,345
76,50,18944,218
74,46,19141,165
50,28,19305,383
74,37,19511,1578
50,30,20132,394
59,42,20574,95
50,33,20967,400
55,41,21403,83
50,41,21791,48
69,51,21814,172
72,47,22007,219
38,44,22208,306
50,44,22209,366
74,55,22215,203
45,38,22602,384
74,47,22630,97
74,67,22831,395
53,41,23041,76
50,37,23046,69
72,49,23236,212
45,40,23421,65
72,51,23612,84
45,42,23817,330
72,67,23819,1166
52,26,24222,386
57,42,24639,72
69,47,25073,233
52,36,25077,56
72,38,25271,263
74,47,25488,229
46,38,25490,450
53,32,25911,333
74,49,25912,130
58,35,26320,73
74,50,26321,229
76,52,26514,413
53,36,26723,36
72,50,26899,448
43,41,27091,412
74,45,27317,2222
50,35,27492,328
59,48,27888,89
55,35,27910,64
50,36,28329,68
36,33,28876,360
43,39,29218,365
79,56,29611,276
48,41,29630,69
43,35,30006,72
79,47,30188,100
43,41,30401,747
79,63,30403,254
77,36,30613,206
76,44,30791,116
50,31,30802,327
76,68,31041,222
76,26,31584,94
43,44,31981,415
76,51,31999,212
74,47,32200,202
50,32,32374,344
74,50,32611,1469
55,38,32793,78
50,27,33220,312
59,39,33656,95
50,33,34067,378
81,50,34078,466
79,50,34503,537
55,36,34517,79
50,36,34904,46
76,39,35079,228
77,50,35300,423
38,41,35302,341
45,33,35689,332
76,40,35721,214
74,51,35910,153
53,36,36095,92
72,47,36301,130
45,41,36505,69
72,41,36687,97
72,59,36884,1472
45,41,36888,372
52,23,37338,337
60,41,37746,74
57,38,37752,69
52,35,38168,60
76,49,38325,105
76,57,38538,635
46,41,38556,461
53,31,38986,316
74,43,39139,102
60,37,39374,93
74,61,39375,2057
53,30,39831,299
58,43,40278,296
53,33,40675,384
60,44,41100,91
53,38,41487,62
72,54,41495,97
43,48,41897,430
72,56,41905,256
74,52,42131,232
50,36,42307,353
74,54,42521,408
55,37,42730,72
72,44,42928,421
50,36,43120,321
74,52,43320,1282
59,47,43538,173
50,38,43954,407
55,57,44381,78
50,36,44786,29
41,51,45222,311
69,62,45223,297
53,51,45226,317
72,58,45227,335
65,60,45229,306
74,55,46041,498
67,61,46043,177
43,50,46046,368
71,61,46048,443
55,53,46049,395
45,44,46866,317
76,53,46869,544
72,58,46871,487
57,42,46875,333
52,33,47300,584
57,35,47503,136
60,48,47702,161
57,40,48082,78
76,45,48102,186
77,39,48279,208
79,46,48474,182
48,36,48490,443
79,48,48888,97
55,33,48894,388
79,53,49088,463
60,32,49325,86
77,50,49508,247
55,36,49701,71
76,48,49709,225
72,50,49900,1346
41,43,50102,339
48,23,50495,330
53,36,50913,97
48,32,51299,54
45,57,51746,333
57,47,51755,243
72,70,51756,383
43,49,52589,311
55,48,52593,248
74,61,52598,525
76,59,53473,1024
36,51,53479,308
43,31,53882,625
48,33,54087,143
52,55,54305,188
74,58,54493,367
48,44,54656,65
72,54,54858,238
43,53,55062,369
74,57,55068,219
71,49,55270,2548
50,35,55462,318
55,38,55885,77
50,33,56289,339
59,40,56722,97
50,35,57119,485
55,35,57589,67
50,41,57972,53
72,70,58412,346
41,53,58416,334
53,54,58417,348
43,52,59236,315
55,51,59240,324
74,82,59245,432
45,52,60043,241
76,62,60045,775
52,35,60259,866
57,35,60468,155
60,40,60672,309
76,57,61074,420
57,46,61260,58
77,43,61458,227
79,46,61684,188
36,40,61693,320
43,36,62065,388
79,60,62089,106
79,61,62293,356
48,43,62491,64
77,57,62656,255
43,38,62842,73
76,56,62869,198
72,49,63054,1266
41,43,63249,307
53,36,63255,337
48,36,63659,287
53,35,64074,73
57,35,64076,67
48,37,64461,59
45,48,64905,340
72,73,64907,348
57,44,64910,290
74,70,65785,549
55,41,65787,172
43,43,65791,225
36,54,66580,234
76,60,66586,979
43,42,66800,806
48,37,67006,170
52,53,67225,419
74,47,67640,378
48,43,67825,62
72,53,68022,210
43,18,68218,417
74,57,68238,234
71,44,68448,3522
50,36,68647,328
55,38,69038,70
50,29,69459,1254
59,43,69891,814
38,53,71556,257
45,44,71759,280
50,46,71992,119
53,40,72187,209
57,57,72353,474
74,43,72761,208
76,48,72960,213
77,58,73159,388
57,43,73184,358
76,48,73592,383
57,30,73791,280
74,39,73995,208
72,45,74193,159
57,45,74367,68
72,45,74569,84
72,70,74771,1036
41,44,74774,254
48,35,74954,393
53,35,75166,189
55,46,75373,346
48,39,75788,199
72,63,75979,407
57,40,76004,161
48,39,76381,350
81,53,76393,229
79,56,76597,108
53,42,76798,171
79,52,76974,362
48,36,77152,157
76,48,77345,205
53,44,77547,57
79,51,77549,204
76,57,77738,1254
45,51,77931,278
52,31,78147,2296
57,39,78343,184
60,39,78559,209
57,33,78949,246
76,59,79134,434
57,37,79558,583
77,57,79566,386
76,46,79960,410
74,46,80394,247
72,51,80596,332
57,39,80777,65
74,44,80962,2891
43,39,81135,291
50,33,81339,1741
55,35,81570,295
55,38,82272,346
59,48,82697,300
55,43,83043,305
50,36,83460,219
55,48,83873,54
38,59,84326,256
74,67,84339,918
45,33,84555,2061
50,44,84757,198
53,69,84973,477
74,68,85375,372
50,48,85538,392
76,50,85746,209
77,57,85961,268
53,47,85964,347
76,52,86347,331
50,42,86559,330
74,45,86777,183
72,56,86968,110
45,41,87166,62
72,57,87346,78
41,47,87543,264
72,80,87557,395
48,37,87748,401
53,35,87950,176
55,50,88153,380
48,41,88569,1706
72,62,88752,352
57,41,89154,292
81,56,89164,296
79,46,89396,165
53,36,89583,352
79,46,89777,378
57,41,89988,153
76,50,90173,198
53,42,90357,75
79,54,90378,450
45,45,90803,400
76,55,90817,2314
52,35,91196,416
57,41,91634,100
52,33,92063,372
60,37,92477,91
52,38,92872,447
57,38,93317,89
76,41,93690,231
52,36,93699,37
79,45,93899,242
43,37,94117,388
81,50,94128,391
50,35,94527,327
79,44,94540,99
55,38,94939,83
79,49,94954,218
81,50,95147,405
50,33,95350,310
76,43,95522,410
59,42,95727,134
79,42,95926,990
50,40,96131,342
55,47,96511,88
50,41,96890,43
41,46,97287,333
81,51,97296,203
48,35,97665,96
81,51,97695,89
81,59,97890,205
43,40,98077,286
81,57,98239,104
50,46,98439,62
81,56,98458,105
45,51,98853,480
81,70,98859,926
52,40,99265,393
57,46,99665,82
52,40,100024,49
76,44,100043,196
77,45,100237,194
36,41,100422,309
79,49,100428,173
43,39,100754,348
79,57,100795,100
79,56,101019,358
48,46,101164,75
77,53,101352,218
76,52,101555,187
43,42,101556,69
72,58,101751,1219
41,44,101916,360
48,36,102312,308
53,42,102704,67
48,35,103103,33
45,49,103554,350
72,70,103555,445
57,42,103597,232
74,60,104399,566
43,47,104402,262
55,44,104407,198
36,49,105240,210
76,52,105242,903
43,41,105437,766
48,41,105645,157
52,51,105853,376
74,49,106228,380
48,39,106443,55
72,51,106627,227
43,50,106818,406
74,56,106832,225
71,46,107027,2677
50,33,107223,339
55,42,107642,76
50,32,108082,341
59,36,108522,116
50,31,108952,409
55,36,109386,77
50,43,109754,45
53,45,110192,361
72,71,110196,441
41,60,110198,344
74,70,111022,586
43,65,111029,336
55,50,111032,347
76,55,111801,872
45,46,111806,390
52,31,112224,254
57,36,112454,213
76,46,112884,349
52,48,113057,58
77,47,113231,246
36,33,113445,289
79,41,113453,200
43,36,113815,340
79,49,113829,93
79,60,114055,326
48,37,114249,55
77,53,114395,245
43,39,114606,59
76,53,114616,191
72,43,114821,638
71,49,114825,92
41,35,115005,351
48,33,115388,376
53,48,115799,72
48,36,116199,68
45,40,116659,378
57,41,116669,320
72,54,116671,415
43,37,117518,280
74,51,117520,566
55,36,117525,204
76,47,118373,945
36,44,118385,353
43,33,118788,372
48,36,119210,61
74,51,119399,339
43,47,119567,71
72,52,119761,229
43,47,119982,367
55,44,119985,391
74,51,119987,224
71,42,120198,2908
50,35,120415,366
55,37,120835,65
50,33,121210,1491
59,35,121646,866
36,35,123419,455
74,35,123424,752
43,38,123788,1655
72,37,124213,335
48,31,124221,1200
72,28,124986,712
79,35,125043,649
